21071.802 0.018173764259266423
21523.802 0.020058212540552067
22216.602 0.02332418063526054
22689.802 0.025848873306886566
24099.202 0.03506029099486663
24633.602 0.03933395030861819
26787.002 0.062295202117945925
29062.402 0.10040805133466835
31817.002 0.17568774741937454
33020.602 0.22222178918255364
33091.802 0.2252796306239585
33106.002 0.22589373069190466
33437.802 0.24065002298379623
33649.402 0.25047442784561724
34252.202 0.2802753236099297
34728.802 0.30577911689737103
34787.802 0.3090571374104397
34911.602 0.31602225878444734
34982.802 0.32008134462338866
35110.202 0.3274414889660432
35406.402 0.3450342218057332
35776.002 0.367922392930513
35900.002 0.3758312590865742
36013.402 0.38316381487428264
36114.002 0.38974773602202706
36177.002 0.3939083687674262
36223.202 0.3969777216336098
37092.402 0.45747101493924147
37438.602 0.48290610353678587
37447.802 0.4835914023955201
37591.202 0.49433248100803107
37671.402 0.5003869239294176
37695.402 0.502205097414767
38300.402 0.5489034738941174
38604.402 0.5728860104884418
38794.402 0.5880015731118844
39492.402 0.6439575516571245
39709.602 0.6613725976393348
40030.202 0.6869405584121462
40180.002 0.6987970371397608
40238.202 0.7033834283461595
40264.602 0.7054597709491635
40514.602 0.7249788379865206
40985.402 0.7608456758852009
41009.202 0.7626213860833032
41180.402 0.7752719337040227
41571.802 0.8032912546843884
41608.202 0.8058265762551118
41847.202 0.8221453884469313
42061.202 0.8362433102166755
42136.202 0.8410621245654849
42270.802 0.8495444039262727
42565.802 0.8673549116604753
42798.402 0.8806028808777672
43078.202 0.8955619053306072
43616.402 0.9211971944329317
43721.602 0.9257138782080154
44136.002 0.9419228502571951
45812.802 0.9834921822848972
46445.202 0.9910080254744158
