2.198000000000000114e+02 1.666666666666666644e-02
2.480000000000000000e+02 3.333333333333333287e-02
2.649499999999999886e+02 5.000000000000000278e-02
2.742500000000000000e+02 6.666666666666666574e-02
2.808999999999999773e+02 8.333333333333332871e-02
2.845500000000000114e+02 1.000000000000000056e-01
2.859499999999999886e+02 1.166666666666666685e-01
2.973500000000000227e+02 1.333333333333333315e-01
2.973999999999999773e+02 1.499999999999999944e-01
2.974499999999999886e+02 1.666666666666666574e-01
3.021000000000000227e+02 1.833333333333333204e-01
3.021999999999999886e+02 2.000000000000000111e-01
3.030500000000000114e+02 2.166666666666666741e-01
3.045500000000000114e+02 2.333333333333333370e-01
3.053999999999999773e+02 2.500000000000000000e-01
3.055000000000000000e+02 2.666666666666666630e-01
3.055000000000000000e+02 2.833333333333333259e-01
3.099499999999999886e+02 2.999999999999999889e-01
3.099499999999999886e+02 3.166666666666666519e-01
3.100000000000000000e+02 3.333333333333333148e-01
3.101999999999999886e+02 3.499999999999999778e-01
3.101999999999999886e+02 3.666666666666666408e-01
3.103500000000000227e+02 3.833333333333333592e-01
3.139499999999999886e+02 4.000000000000000222e-01
3.143500000000000227e+02 4.166666666666666852e-01
3.146000000000000227e+02 4.333333333333333481e-01
3.173999999999999773e+02 4.500000000000000111e-01
3.201999999999999886e+02 4.666666666666666741e-01
3.216999999999999886e+02 4.833333333333333370e-01
3.233500000000000227e+02 5.000000000000000000e-01
3.237500000000000000e+02 5.166666666666667185e-01
3.239499999999999886e+02 5.333333333333333259e-01
3.263999999999999773e+02 5.500000000000000444e-01
3.267500000000000000e+02 5.666666666666666519e-01
3.281499999999999773e+02 5.833333333333333703e-01
3.292500000000000000e+02 5.999999999999999778e-01
3.313999999999999773e+02 6.166666666666666963e-01
3.319499999999999886e+02 6.333333333333333037e-01
3.321999999999999886e+02 6.500000000000000222e-01
3.327500000000000000e+02 6.666666666666666297e-01
3.361499999999999773e+02 6.833333333333333481e-01
3.361499999999999773e+02 6.999999999999999556e-01
3.363500000000000227e+02 7.166666666666666741e-01
3.396499999999999773e+02 7.333333333333332815e-01
3.396999999999999886e+02 7.500000000000000000e-01
3.397500000000000000e+02 7.666666666666667185e-01
3.401499999999999773e+02 7.833333333333333259e-01
3.413999999999999773e+02 8.000000000000000444e-01
3.447500000000000000e+02 8.166666666666666519e-01
3.470000000000000000e+02 8.333333333333333703e-01
3.495500000000000114e+02 8.499999999999999778e-01
3.495500000000000114e+02 8.666666666666666963e-01
3.509499999999999886e+02 8.833333333333333037e-01
3.601499999999999773e+02 9.000000000000000222e-01
3.628500000000000227e+02 9.166666666666666297e-01
3.643999999999999773e+02 9.333333333333333481e-01
3.678500000000000227e+02 9.499999999999999556e-01
3.720000000000000000e+02 9.666666666666666741e-01
3.752500000000000000e+02 9.833333333333332815e-01
3.846499999999999773e+02 1.000000000000000000e+00
