#! FIELDS s1 ves.bias_withoutcutoff der_s1
#! SET min_s1 -5
#! SET max_s1 5
#! SET nbins_s1  301
#! SET periodic_s1 false
   -3.400000000  -18.221309521  -47.394229675
   -3.366666667  -16.638875416  -47.534775509
   -3.333333333  -15.052332595  -47.674508730
   -3.300000000  -13.458411078  -48.007659651
   -3.266666667  -11.847916080  -48.690139089
   -3.233333333  -10.207473312  -49.813581935
   -3.200000000   -8.521912131  -51.393385721
   -3.166666667   -6.776801009  -53.371408654
   -3.133333333   -4.960672919  -55.631361430
   -3.100000000   -3.066578272  -58.023001571
   -3.066666667   -1.092752058  -60.390238973
   -3.033333333    0.957651754  -62.598215021
   -3.000000000    3.077651842  -64.555189145
   -2.966666667    5.258132734  -66.226406381
   -2.933333333    7.489847371  -67.638723699
   -2.900000000    9.765422702  -68.876342354
   -2.866666667   12.081096065  -70.069280687
   -2.833333333   14.437980003  -71.377062783
   -2.800000000   16.842742541  -72.970425502
   -2.766666667   19.307681961  -75.013684616
   -2.733333333   21.850254801  -77.649849744
   -2.700000000   24.492172728  -80.989785058
   -2.666666667   27.258212639  -85.105843814
   -2.633333333   30.174885073  -90.029614585
   -2.600000000   33.269083380  -95.752826870
   -2.566666667   36.566798284 -102.230146688
   -2.533333333   40.091938956 -109.382568192
   -2.500000000   43.865261861 -117.100344094
   -2.466666667   47.903380157 -125.244824860
   -2.433333333   52.217813961 -133.649098248
   -2.400000000   56.814046909 -142.117833770
   -2.366666667   61.690575175 -150.427146640
   -2.333333333   66.837966711 -158.325531510
   -2.300000000   72.237984510 -165.536938227
   -2.266666667   77.862860706 -171.766866054
   -2.233333333   83.674831647 -176.711969839
   -2.200000000   89.626052226 -180.073159555
   -2.166666667   95.658997764 -181.571610259
   -2.133333333  101.707433224 -180.966566170
   -2.100000000  107.697984860 -178.073398836
   -2.066666667  113.552293331 -172.780128391
   -2.033333333  119.189666353 -165.060578768
   -2.000000000  124.530090502 -154.982524578
   -1.966666667  129.497413079 -142.709582837
   -1.933333333  134.022472379 -128.496164561
   -1.900000000  138.045942764 -112.675467066
   -1.866666667  141.520671953  -95.641182915
   -1.833333333  144.413321436  -77.824248168
   -1.800000000  146.705174250  -59.666478847
   -1.766666667  148.392042319  -41.593292422
   -1.733333333  149.483281616  -23.987842491
   -1.700000000  150.000000000   -7.168795624
   -1.666666667  149.972612117    8.626340193
   -1.633333333  149.437951440   23.250932389
   -1.600000000  148.436185879   36.651223779
   -1.566666667  147.007797062   48.860564127
   -1.533333333  145.190873166   59.986531217
   -1.500000000  143.018932336   70.192238404
   -1.466666667  140.519441556   79.673633877
   -1.433333333  137.713129636   88.634927974
   -1.400000000  134.614119044   97.264411202
   -1.366666667  131.230826754  105.712839959
   -1.333333333  127.567515943  114.076282773
   -1.300000000  123.626324359  122.384869085
   -1.266666667  119.409556384  130.598311873
   -1.233333333  114.922007265  138.608441264
   -1.200000000  110.173090737  146.248349042
   -1.166666667  105.178564563  153.307162218
   -1.133333333   99.961689500  159.548988823
   -1.100000000   94.553711687  164.734250289
   -1.066666667   88.993621120  168.641456530
   -1.033333333   83.327203806  171.087500194
   -1.000000000   77.605466596  171.944736604
   -0.966666667   71.882566252  171.153451935
   -0.933333333   66.213413660  168.728768274
   -0.900000000   60.651147452  164.761545900
   -0.866666667   55.244677062  159.413372348
   -0.833333333   50.036483837  152.906226885
   -0.800000000   45.060841819  145.507835346
   -0.766666667   40.342580318  137.514049780
   -0.733333333   35.896462398  129.229777049
   -0.700000000   31.727201343  120.950030331
   -0.666666667   27.830085805  112.942590012
   -0.633333333   24.192137991  105.433550612
   -0.600000000   20.793691563   98.596722900
   -0.566666667   17.610249711   92.547487454
   -0.533333333   14.614470656   87.341293755
   -0.500000000   11.778128037   82.976604136
   -0.466666667    9.073906332   79.401728607
   -0.433333333    6.476914924   76.524712975
   -0.400000000    3.965835810   74.225249282
   -0.366666667    1.523656158   72.367485546
   -0.333333333   -0.862025578   70.812622721
   -0.300000000   -3.199095690   69.430292766
   -0.266666667   -5.491368499   68.107897196
   -0.233333333   -7.739298524   66.757328368
   -0.200000000   -9.940868485   65.318770681
   -0.166666667  -12.092554644   63.761558885
   -0.133333333  -14.190274670   62.082330439
   -0.100000000  -16.230234879   60.300926431
   -0.066666667  -18.209611670   58.454654437
   -0.033333333  -20.127024129   56.591616781
    0.000000000  -21.982778732   54.763826070
    0.033333333  -23.778890474   53.020780315
    0.066666667  -25.518905537   51.404062392
    0.100000000  -27.207566991   49.943377545
    0.133333333  -28.850375932   48.654265731
    0.166666667  -30.453105251   47.537541586
    0.200000000  -32.021322088   46.580341739
    0.233333333  -33.559968451   45.758512836
    0.266666667  -35.073038691   45.039965875
    0.300000000  -36.563378880   44.388560766
    0.333333333  -38.032618244   43.768071682
    0.366666667  -39.481228254   43.145816259
    0.400000000  -40.908692154   42.495603123
    0.433333333  -42.313757820   41.799752397
    0.466666667  -43.694740561   41.050060365
    0.500000000  -45.049840188   40.247699402
    0.533333333  -46.377438282   39.402155009
    0.566666667  -47.676346562   38.529392934
    0.600000000  -48.945984814   37.649512966
    0.633333333  -50.186476065   36.784177695
    0.666666667  -51.398656304   35.954103635
    0.700000000  -52.584005246   35.176871220
    0.733333333  -53.744512308   34.465254895
    0.766666667  -54.882497481   33.826202751
    0.800000000  -56.000409831   33.260515632
    0.833333333  -57.100626670   32.763197633
    0.866666667  -58.185274343   32.324381550
    0.900000000  -59.256087435   31.930680706
    0.933333333  -60.314317673   31.566786993
    0.966666667  -61.360697556   31.217125556
    1.000000000  -62.395457582   30.867388462
    1.033333333  -63.418390481   30.505799715
    1.066666667  -64.428951616   30.124007118
    1.100000000  -65.426382066   29.717546716
    1.133333333  -66.409839954   29.285876526
    1.166666667  -67.378526259   28.832022156
    1.200000000  -68.331793397   28.361912921
    1.233333333  -69.269227910   27.883510216
    1.266666667  -70.190702170   27.405838826
    1.300000000  -71.096393674   26.938027287
    1.333333333  -71.986773778   26.488447530
    1.366666667  -72.862570378   26.064020371
    1.400000000  -73.724710774   25.669725989
    1.433333333  -74.574251850   25.308331476
    1.466666667  -75.412304653   24.980324378
    1.500000000  -76.239959823   24.684024346
    1.533333333  -77.058219206   24.415835794
    1.566666667  -77.867937691   24.170602526
    1.600000000  -78.669778071   23.942029249
    1.633333333  -79.464180674   23.723142315
    1.666666667  -80.251348727   23.506770149
    1.700000000  -81.031249865   23.286030019
    1.733333333  -81.803633827   23.054810074
    1.766666667  -82.568065951   22.808233043
    1.800000000  -83.323975557   22.543081036
    1.833333333  -84.070717424   22.258151334
    1.866666667  -84.807643452   21.954503539
    1.900000000  -85.534180113   21.635552431
    1.933333333  -86.249905788   21.306961597
    1.966666667  -86.954620743   20.976302802
    2.000000000  -87.648401587   20.652466351
    2.033333333  -88.331632102   20.344837441
    2.066666667  -89.005003363   20.062289856
    2.100000000  -89.669478472   19.812086429
    2.133333333  -90.326220754   19.598809203
    2.166666667  -90.976488779   19.423464304
    2.200000000  -91.621506550   19.282910881
    2.233333333  -92.262321929   19.169745560
    2.266666667  -92.899670123   19.072731966
    2.300000000  -93.533861038   18.977801059
    2.333333333  -94.164708856   18.869568360
    2.366666667  -94.791518980   18.733228422
    2.400000000  -95.413141478   18.556607815
    2.433333333  -96.028091796   18.332099282
    2.466666667  -96.634729770   18.058174650
    2.500000000  -97.231478023   17.740192365
    2.533333333  -97.817052373   17.390281680
    2.566666667  -98.390671318   17.026197008
    2.600000000  -98.952210497   16.669182143
    2.633333333  -99.502272047   16.341047000
    2.666666667 -100.042148170   16.060815092
    2.700000000 -100.573672340   15.841421161
    2.733333333 -101.098968747   15.686999271
    2.766666667 -101.620128525   15.591281963
    2.800000000 -102.138857066   15.537520546
    2.833333333 -102.656147322   15.500139071
    2.866666667 -103.172036806   15.448069254
    2.900000000 -103.685499321   15.349415486
    2.933333333 -104.194505885   15.176814881
    2.966666667 -104.696264277   14.912640120
    3.000000000 -105.187616188   14.553093417
    3.033333333 -105.665539694   14.110297166
    3.066666667 -106.127678353   13.611718238
    3.100000000 -106.572802266   13.096656828
    3.133333333 -107.001105777   12.610042899
    3.166666667 -107.414263848   12.194337716
    3.200000000 -107.815204312   11.880835529
    3.233333333 -108.207602539   11.681992662
    3.266666667 -108.595161262   11.586479734
    3.300000000 -108.980791456   11.558391381
    3.333333333 -109.365848814   11.541443407
    3.366666667 -109.749593800   11.468094678
    3.400000000 -110.129023846   11.272478060
    3.433333333 -110.499171617   10.905002593
    3.466666667 -110.853878280   10.345727158
    3.500000000 -111.186947829    9.613330757
    3.533333333 -111.493487089    8.766888770
    3.566666667 -111.771159516    7.898773069
    3.600000000 -112.021052443    7.118739338
    3.633333333 -112.247894315    6.531385989
    3.666666667 -112.459466717    6.211243120
    3.700000000 -112.665225280    6.181249824
    3.733333333 -112.874345797    6.400772870
    3.766666667 -113.093603016    6.768209415
    3.800000000 -113.325616424    7.140479907
    3.833333333 -113.568009078    7.367635831
    3.866666667 -113.813888620    7.336124394
    3.900000000 -114.053772101    7.010125783
    3.933333333 -114.278679710    6.458193942
    3.966666667 -114.483703835    5.853474083
    4.000000000 -114.671041342    5.440791610
    4.033333333 -114.851390609    5.472675141
    4.066666667 -115.042863615    6.127338496
    4.100000000 -115.267175263    7.431882427
    4.133333333 -115.543759702    9.219596907
    4.166666667 -115.883405945   11.147336880
    4.200000000 -116.283670533   12.785023576
    4.233333333 -116.728346015   13.765026915
    4.266666667 -117.192367012   13.949688549
    4.300000000 -117.651702913   13.550640601
    4.333333333 -118.095400209   13.127336822
    4.366666667 -118.534833088   13.417099355
    4.400000000 -119.004556987   15.010386818
    4.433333333 -119.551041553   17.973024705
    4.466666667 -120.210417844   21.600608136
    4.500000000 -120.983242593   24.517584155
    4.533333333 -121.820304976   25.246711542
    4.566666667 -122.634205312   23.141444751
    4.600000000 -123.342358377   19.236029433
    4.633333333 -123.927079059   16.289967123
    4.666666667 -124.474112450   17.381205690
    4.700000000 -125.139935166   23.166769874
    4.733333333 -126.025875957   29.458179138
    4.766666667 -127.020497721   28.356604240
    4.800000000 -127.783093188   15.800609626
    4.833333333 -128.060289528    2.642290225
    4.866666667 -128.232387866   13.402366406
    4.900000000 -129.240907424   46.522796101
    4.933333333 -130.592776312   11.823878313
    4.966666667 -128.859532369  -89.743112240
    5.000000000 -139.638383319 1381.169572978
